ENSMUSG00000000001	ENSG00000065135
ENSMUSG00000027086	ENSG00000138399
ENSMUSG00000027087	ENSG00000138448
ENSMUSG00000027088	ENSG00000144362
ENSMUSG00000027091	ENSG00000065548
ENSMUSG00000027099	ENSG00000128654
ENSMUSG00000027102	ENSG00000175879
ENSMUSG00000027104	ENSG00000115966
ENSMUSG00000027107	ENSG00000138435
ENSMUSG00000027108	ENSG00000138430
ENSMUSG00000027109	ENSG00000172845
ENSMUSG00000027111	ENSG00000091409
ENSMUSG00000027115	ENSG00000121621
ENSMUSG00000027120	ENSG00000131808
ENSMUSG00000027122	ENSG00000152219
ENSMUSG00000027130	ENSG00000140199
ENSMUSG00000027131	ENSG00000128463
ENSMUSG00000027132	ENSG00000134152
ENSMUSG00000027133	ENSG00000182117
ENSMUSG00000027134	ENSG00000176454
ENSMUSG00000027160	ENSG00000109881
ENSMUSG00000027162	ENSG00000148943
ENSMUSG00000027163	ENSG00000110442
ENSMUSG00000027164	ENSG00000175104
ENSMUSG00000027165	ENSG00000166352
ENSMUSG00000027166	ENSG00000170946
ENSMUSG00000027167	ENSG00000109911
ENSMUSG00000027168	ENSG00000007372
ENSMUSG00000027170	ENSG00000149100
ENSMUSG00000027171	ENSG00000135378
ENSMUSG00000027173	ENSG00000121690
ENSMUSG00000027175	ENSG00000176148
ENSMUSG00000027176	ENSG00000176102
ENSMUSG00000027177	ENSG00000110422
ENSMUSG00000027180	ENSG00000110429
ENSMUSG00000027184	ENSG00000135387
ENSMUSG00000027185	ENSG00000135372
ENSMUSG00000027186	ENSG00000135374
ENSMUSG00000027187	ENSG00000121691
ENSMUSG00000027188	ENSG00000149090
ENSMUSG00000027189	ENSG00000166326
ENSMUSG00000027193	ENSG00000166181
ENSMUSG00000027194	ENSG00000052841
ENSMUSG00000027195	ENSG00000149084
ENSMUSG00000027198	ENSG00000151348
ENSMUSG00000027199	ENSG00000171766
ENSMUSG00000027200	ENSG00000137872
ENSMUSG00000027201	ENSG00000104177
ENSMUSG00000027202	ENSG00000074803
ENSMUSG00000027203	ENSG00000128951
ENSMUSG00000027204	ENSG00000166147
ENSMUSG00000027206	ENSG00000166200
ENSMUSG00000027207	ENSG00000156958
ENSMUSG00000027208	ENSG00000140285
ENSMUSG00000027209	ENSG00000166262
ENSMUSG00000027210	ENSG00000134138
ENSMUSG00000027215	ENSG00000085117
ENSMUSG00000027217	ENSG00000157570
ENSMUSG00000027219	ENSG00000137860
ENSMUSG00000027220	ENSG00000019505
ENSMUSG00000027221	ENSG00000175264
ENSMUSG00000027222	ENSG00000121680
ENSMUSG00000027223	ENSG00000121653
ENSMUSG00000027224	ENSG00000140254
ENSMUSG00000027225	ENSG00000140274
ENSMUSG00000027227	ENSG00000140263
ENSMUSG00000027229	ENSG00000167014
ENSMUSG00000027230	ENSG00000157613
ENSMUSG00000027233	ENSG00000229474
ENSMUSG00000027236	ENSG00000104131
ENSMUSG00000027238	ENSG00000171877
ENSMUSG00000027239	ENSG00000110492
ENSMUSG00000027242	ENSG00000092470
ENSMUSG00000027243	ENSG00000180423
ENSMUSG00000027244	ENSG00000175224
ENSMUSG00000027245	ENSG00000242028
ENSMUSG00000027246	ENSG00000128886
ENSMUSG00000027247	ENSG00000175220
ENSMUSG00000027248	ENSG00000167004
ENSMUSG00000027249	ENSG00000180210
ENSMUSG00000027253	ENSG00000134569
ENSMUSG00000027254	ENSG00000166963
ENSMUSG00000027255	ENSG00000149182
ENSMUSG00000027257	ENSG00000165912
ENSMUSG00000027259	ENSG00000168803
ENSMUSG00000027261	ENSG00000101323
ENSMUSG00000027263	ENSG00000137822
ENSMUSG00000027270	ENSG00000125869
ENSMUSG00000027272	ENSG00000159459
ENSMUSG00000027273	ENSG00000132639
ENSMUSG00000027274	ENSG00000125863
ENSMUSG00000027276	ENSG00000101384
ENSMUSG00000027281	ENSG00000149346
ENSMUSG00000027282	ENSG00000109919
ENSMUSG00000027284	ENSG00000140326
ENSMUSG00000027285	ENSG00000137814
ENSMUSG00000027286	ENSG00000180979
ENSMUSG00000027287	ENSG00000092531
ENSMUSG00000027288	ENSG00000103994
ENSMUSG00000027291	ENSG00000166887
ENSMUSG00000027293	ENSG00000103966
ENSMUSG00000027296	ENSG00000137825
ENSMUSG00000027297	ENSG00000062524
ENSMUSG00000027298	ENSG00000092445
ENSMUSG00000027300	ENSG00000185019
ENSMUSG00000027301	ENSG00000101405
ENSMUSG00000027303	ENSG00000132670
ENSMUSG00000027304	ENSG00000137815
ENSMUSG00000027305	ENSG00000137806
ENSMUSG00000027306	ENSG00000137804
ENSMUSG00000027309	ENSG00000088854
ENSMUSG00000027312	ENSG00000088812
ENSMUSG00000027313	ENSG00000128965
ENSMUSG00000027314	ENSG00000128917
ENSMUSG00000027315	ENSG00000166145
ENSMUSG00000027316	ENSG00000125861
ENSMUSG00000027317	ENSG00000166143
ENSMUSG00000027318	ENSG00000149451
ENSMUSG00000027322	ENSG00000088827
ENSMUSG00000027323	ENSG00000051180
ENSMUSG00000027324	ENSG00000166133
ENSMUSG00000027326	ENSG00000137812
ENSMUSG00000027327	ENSG00000101220
ENSMUSG00000027329	ENSG00000101222
ENSMUSG00000027330	ENSG00000101224
ENSMUSG00000027331	ENSG00000128944
ENSMUSG00000027332	ENSG00000128928
ENSMUSG00000027333	ENSG00000088826
ENSMUSG00000027335	ENSG00000171873
ENSMUSG00000027338	ENSG00000171864
ENSMUSG00000027339	ENSG00000101265
ENSMUSG00000027340	ENSG00000089057
ENSMUSG00000027341	ENSG00000089063
ENSMUSG00000027342	ENSG00000132646
ENSMUSG00000027344	ENSG00000150667
ENSMUSG00000027346	ENSG00000125772
ENSMUSG00000027347	ENSG00000172575
ENSMUSG00000027349	ENSG00000171262
ENSMUSG00000027350	ENSG00000089199
ENSMUSG00000027351	ENSG00000166068
ENSMUSG00000027353	ENSG00000125885
ENSMUSG00000027355	ENSG00000166069
ENSMUSG00000027356	ENSG00000101311
ENSMUSG00000027357	ENSG00000088766
ENSMUSG00000027358	ENSG00000125845
ENSMUSG00000027359	ENSG00000140284
ENSMUSG00000027360	ENSG00000140287
ENSMUSG00000027361	ENSG00000104064
ENSMUSG00000027363	ENSG00000138592
ENSMUSG00000027364	ENSG00000170236
ENSMUSG00000027365	ENSG00000092439
ENSMUSG00000027366	ENSG00000138600
ENSMUSG00000027367	ENSG00000084090
ENSMUSG00000027368	ENSG00000158050
ENSMUSG00000027371	ENSG00000115042
ENSMUSG00000027371	ENSG00000144199
ENSMUSG00000027374	ENSG00000144029
ENSMUSG00000027375	ENSG00000172005
ENSMUSG00000027376	ENSG00000155066
ENSMUSG00000027377	ENSG00000144063
ENSMUSG00000027378	ENSG00000144061
ENSMUSG00000027379	ENSG00000169679
ENSMUSG00000027380	ENSG00000153093
ENSMUSG00000027381	ENSG00000153094
ENSMUSG00000027384	ENSG00000101247
ENSMUSG00000027386	ENSG00000144152
ENSMUSG00000027387	ENSG00000144161
ENSMUSG00000027394	ENSG00000114999
ENSMUSG00000027395	ENSG00000125630
ENSMUSG00000027397	ENSG00000144136
ENSMUSG00000027398	ENSG00000125538
ENSMUSG00000027399	ENSG00000115008
ENSMUSG00000027400	ENSG00000101327
ENSMUSG00000027401	ENSG00000125780
ENSMUSG00000027403	ENSG00000166948
ENSMUSG00000027404	ENSG00000125835
ENSMUSG00000027405	ENSG00000101361
ENSMUSG00000027406	ENSG00000101365
ENSMUSG00000027408	ENSG00000088882
ENSMUSG00000027409	ENSG00000258713
ENSMUSG00000027411	ENSG00000215305
ENSMUSG00000027412	ENSG00000132793
ENSMUSG00000027416	ENSG00000125879
ENSMUSG00000027419	ENSG00000125851
ENSMUSG00000027420	ENSG00000125864
ENSMUSG00000027422	ENSG00000125844
ENSMUSG00000027423	ENSG00000089006
ENSMUSG00000027424	ENSG00000125871
ENSMUSG00000027425	ENSG00000149474
ENSMUSG00000027427	ENSG00000132664
ENSMUSG00000027428	ENSG00000089050
ENSMUSG00000027429	ENSG00000101310
ENSMUSG00000027430	ENSG00000125821
ENSMUSG00000027431	ENSG00000132631
ENSMUSG00000027433	ENSG00000088930
ENSMUSG00000027434	ENSG00000125820
ENSMUSG00000027435	ENSG00000125810
ENSMUSG00000027438	ENSG00000125814
ENSMUSG00000027439	ENSG00000125812
ENSMUSG00000027442	ENSG00000125815
ENSMUSG00000027445	ENSG00000173335
ENSMUSG00000027446	ENSG00000173335
ENSMUSG00000027452	ENSG00000154930
ENSMUSG00000027454	ENSG00000101003
ENSMUSG00000027455	ENSG00000088833
ENSMUSG00000027456	ENSG00000125775
ENSMUSG00000027457	ENSG00000101298
ENSMUSG00000027459	ENSG00000125898
ENSMUSG00000027460	ENSG00000101280
ENSMUSG00000027463	ENSG00000101276
ENSMUSG00000027465	ENSG00000125875
ENSMUSG00000027466	ENSG00000125826
ENSMUSG00000027468	ENSG00000125788
ENSMUSG00000027469	ENSG00000088325
ENSMUSG00000027470	ENSG00000101306
ENSMUSG00000027472	ENSG00000088356
ENSMUSG00000027474	ENSG00000101331
ENSMUSG00000027475	ENSG00000101350
ENSMUSG00000027478	ENSG00000088305
ENSMUSG00000027479	ENSG00000101367
ENSMUSG00000027480	ENSG00000167098
ENSMUSG00000027481	ENSG00000078898
ENSMUSG00000027482	ENSG00000131059
ENSMUSG00000027483	ENSG00000198183
ENSMUSG00000027484	ENSG00000198183
ENSMUSG00000027485	ENSG00000125999
ENSMUSG00000027487	ENSG00000101391
ENSMUSG00000027488	ENSG00000101400
ENSMUSG00000027489	ENSG00000125967
ENSMUSG00000027490	ENSG00000101412
ENSMUSG00000027495	ENSG00000124098
ENSMUSG00000027496	ENSG00000087586
ENSMUSG00000027498	ENSG00000101138
ENSMUSG00000027499	ENSG00000171033
ENSMUSG00000027500	ENSG00000104435
ENSMUSG00000027502	ENSG00000022277
ENSMUSG00000027505	ENSG00000124103
ENSMUSG00000027505	ENSG00000213714
ENSMUSG00000027506	ENSG00000076554
ENSMUSG00000027508	ENSG00000076641
ENSMUSG00000027509	ENSG00000101146
ENSMUSG00000027510	ENSG00000132819
ENSMUSG00000027513	ENSG00000124253
ENSMUSG00000027514	ENSG00000124256
ENSMUSG00000027517	ENSG00000124227
ENSMUSG00000027518	ENSG00000124237
ENSMUSG00000027519	ENSG00000124209
ENSMUSG00000027520	ENSG00000204186
ENSMUSG00000027522	ENSG00000124222
ENSMUSG00000027523	ENSG00000087460
ENSMUSG00000027524	ENSG00000124205
ENSMUSG00000027525	ENSG00000087495
ENSMUSG00000027528	ENSG00000205186
ENSMUSG00000027530	ENSG00000197416
ENSMUSG00000027531	ENSG00000133731
ENSMUSG00000027533	ENSG00000164687
ENSMUSG00000027534	ENSG00000104497
ENSMUSG00000027536	ENSG00000164695
ENSMUSG00000027540	ENSG00000196396
ENSMUSG00000027544	ENSG00000101096
ENSMUSG00000027546	ENSG00000054793
ENSMUSG00000027547	ENSG00000101115
ENSMUSG00000027550	ENSG00000133739
ENSMUSG00000027551	ENSG00000020256
ENSMUSG00000027552	ENSG00000133740
ENSMUSG00000027555	ENSG00000185015
ENSMUSG00000027556	ENSG00000133742
ENSMUSG00000027559	ENSG00000164879
ENSMUSG00000027560	ENSG00000101134
ENSMUSG00000027562	ENSG00000104267
ENSMUSG00000027566	ENSG00000101182
ENSMUSG00000027568	ENSG00000101188
ENSMUSG00000027569	ENSG00000101189
ENSMUSG00000027570	ENSG00000092758
ENSMUSG00000027573	ENSG00000101193
ENSMUSG00000027574	ENSG00000101198
ENSMUSG00000027575	ENSG00000101199
ENSMUSG00000027577	ENSG00000101204
ENSMUSG00000027579	ENSG00000125508
ENSMUSG00000027580	ENSG00000130589
ENSMUSG00000027581	ENSG00000197457
ENSMUSG00000027582	ENSG00000197114
ENSMUSG00000027583	ENSG00000130584
ENSMUSG00000027584	ENSG00000125510
ENSMUSG00000027589	ENSG00000203880
ENSMUSG00000027593	ENSG00000125970
ENSMUSG00000027596	ENSG00000101440
ENSMUSG00000027597	ENSG00000101444
ENSMUSG00000027598	ENSG00000078747
ENSMUSG00000027599	ENSG00000104442
ENSMUSG00000027601	ENSG00000066855
ENSMUSG00000027602	ENSG00000101460
ENSMUSG00000027603	ENSG00000131067
ENSMUSG00000027605	ENSG00000131069
ENSMUSG00000027606	ENSG00000147570
ENSMUSG00000027610	ENSG00000100983
ENSMUSG00000027611	ENSG00000101000
ENSMUSG00000027612	ENSG00000125966
ENSMUSG00000027613	ENSG00000242372
ENSMUSG00000027613	ENSG00000261582
ENSMUSG00000027615	ENSG00000163755
ENSMUSG00000027618	ENSG00000244005
ENSMUSG00000027620	ENSG00000131051
ENSMUSG00000027624	ENSG00000088367
ENSMUSG00000027628	ENSG00000131043
ENSMUSG00000027630	ENSG00000177565
ENSMUSG00000027634	ENSG00000101079
ENSMUSG00000027635	ENSG00000149636
ENSMUSG00000027636	ENSG00000101082
ENSMUSG00000027637	ENSG00000259399
ENSMUSG00000027639	ENSG00000101347
ENSMUSG00000027641	ENSG00000080839
ENSMUSG00000027642	ENSG00000118705
ENSMUSG00000027643	ENSG00000118702
ENSMUSG00000027646	ENSG00000197122
ENSMUSG00000027649	ENSG00000132792
ENSMUSG00000027650	ENSG00000101407
ENSMUSG00000027651	ENSG00000101413
ENSMUSG00000027652	ENSG00000170471
ENSMUSG00000027654	ENSG00000101447
ENSMUSG00000027655	ENSG00000101452
ENSMUSG00000027656	ENSG00000064205
ENSMUSG00000027660	ENSG00000136603
ENSMUSG00000027661	ENSG00000197496
ENSMUSG00000027663	ENSG00000172667
ENSMUSG00000027665	ENSG00000121879
ENSMUSG00000027667	ENSG00000121864
ENSMUSG00000027668	ENSG00000171109
ENSMUSG00000027669	ENSG00000114450
ENSMUSG00000027670	ENSG00000149635
ENSMUSG00000027671	ENSG00000136518
ENSMUSG00000027673	ENSG00000136521
ENSMUSG00000027674	ENSG00000114757
ENSMUSG00000027676	ENSG00000145075
ENSMUSG00000027677	ENSG00000163728
ENSMUSG00000027678	ENSG00000124151
ENSMUSG00000027679	ENSG00000205981
ENSMUSG00000027680	ENSG00000114416
ENSMUSG00000027684	ENSG00000085276
ENSMUSG00000027690	ENSG00000163581
ENSMUSG00000027692	ENSG00000154310
ENSMUSG00000027695	ENSG00000075651
ENSMUSG00000027698	ENSG00000144959
ENSMUSG00000027699	ENSG00000114346
ENSMUSG00000027702	ENSG00000171757
ENSMUSG00000027703	ENSG00000188306
ENSMUSG00000027706	ENSG00000008952
ENSMUSG00000027708	ENSG00000043093
ENSMUSG00000027709	ENSG00000078070
ENSMUSG00000027710	ENSG00000177646
ENSMUSG00000027712	ENSG00000164111
ENSMUSG00000027714	ENSG00000123737
ENSMUSG00000027715	ENSG00000145386
ENSMUSG00000027716	ENSG00000138741
ENSMUSG00000027718	ENSG00000138684
ENSMUSG00000027719	ENSG00000164113
ENSMUSG00000027720	ENSG00000109471
ENSMUSG00000027722	ENSG00000145375
ENSMUSG00000027737	ENSG00000151012
ENSMUSG00000027739	ENSG00000172007
ENSMUSG00000027742	ENSG00000133103
ENSMUSG00000027744	ENSG00000133115
ENSMUSG00000027746	ENSG00000120686
ENSMUSG00000027748	ENSG00000133107
ENSMUSG00000027750	ENSG00000133110
ENSMUSG00000027751	ENSG00000102710
ENSMUSG00000027752	ENSG00000120699
ENSMUSG00000027761	ENSG00000114771
ENSMUSG00000027762	ENSG00000198829
ENSMUSG00000027763	ENSG00000152601
ENSMUSG00000027765	ENSG00000169860
ENSMUSG00000027770	ENSG00000174953
ENSMUSG00000027774	ENSG00000168827
ENSMUSG00000027775	ENSG00000118855
ENSMUSG00000027776	ENSG00000168811
ENSMUSG00000027777	ENSG00000151967
ENSMUSG00000027777	ENSG00000250588
ENSMUSG00000027778	ENSG00000068885
ENSMUSG00000027782	ENSG00000186432
ENSMUSG00000027784	ENSG00000163590
ENSMUSG00000027787	ENSG00000169251
ENSMUSG00000027788	ENSG00000182447
ENSMUSG00000027790	ENSG00000090402
ENSMUSG00000027792	ENSG00000114200
ENSMUSG00000027793	ENSG00000133101
ENSMUSG00000027794	ENSG00000120669
ENSMUSG00000027794	ENSG00000250709
ENSMUSG00000027796	ENSG00000120693
ENSMUSG00000027797	ENSG00000133083
ENSMUSG00000027799	ENSG00000172915
ENSMUSG00000027800	ENSG00000169908
ENSMUSG00000027801	ENSG00000169903
ENSMUSG00000027803	ENSG00000018408
ENSMUSG00000027804	ENSG00000171497
ENSMUSG00000027805	ENSG00000070087
ENSMUSG00000027806	ENSG00000196428
ENSMUSG00000027808	ENSG00000120742
ENSMUSG00000027809	ENSG00000171503
ENSMUSG00000027810	ENSG00000144895
ENSMUSG00000027811	ENSG00000205208
ENSMUSG00000027820	ENSG00000196549
ENSMUSG00000027822	ENSG00000169359
ENSMUSG00000027823	ENSG00000163655
ENSMUSG00000027827	ENSG00000169282
ENSMUSG00000027828	ENSG00000114850
ENSMUSG00000027829	ENSG00000163660
ENSMUSG00000027831	ENSG00000197415
ENSMUSG00000027832	ENSG00000163661
ENSMUSG00000027833	ENSG00000168779
ENSMUSG00000027834	ENSG00000163536
ENSMUSG00000027835	ENSG00000114209
ENSMUSG00000027840	ENSG00000134245
ENSMUSG00000027843	ENSG00000134242
ENSMUSG00000027845	ENSG00000118655
ENSMUSG00000027848	ENSG00000116774
ENSMUSG00000027849	ENSG00000134207
ENSMUSG00000027852	ENSG00000213281
ENSMUSG00000027854	ENSG00000052723
ENSMUSG00000027855	ENSG00000198765
ENSMUSG00000027857	ENSG00000134200
ENSMUSG00000027858	ENSG00000134198
ENSMUSG00000027859	ENSG00000134259
ENSMUSG00000027860	ENSG00000173218
ENSMUSG00000027861	ENSG00000118729
ENSMUSG00000027863	ENSG00000116824
ENSMUSG00000027864	ENSG00000134247
ENSMUSG00000027865	ENSG00000196505
ENSMUSG00000027867	ENSG00000155761
ENSMUSG00000027868	ENSG00000092607
ENSMUSG00000027869	ENSG00000203857
ENSMUSG00000027869	ENSG00000203859
ENSMUSG00000027870	ENSG00000116882
ENSMUSG00000027871	ENSG00000203857
ENSMUSG00000027871	ENSG00000203859
ENSMUSG00000027875	ENSG00000134240
ENSMUSG00000027876	ENSG00000134193
ENSMUSG00000027878	ENSG00000134250
ENSMUSG00000027879	ENSG00000265808
ENSMUSG00000027881	ENSG00000134186
ENSMUSG00000027882	ENSG00000116266
ENSMUSG00000027883	ENSG00000121957
ENSMUSG00000027884	ENSG00000121940
ENSMUSG00000027886	ENSG00000179902
ENSMUSG00000027887	ENSG00000143028
ENSMUSG00000027889	ENSG00000116337
ENSMUSG00000027890	ENSG00000168765
ENSMUSG00000027893	ENSG00000168710
ENSMUSG00000027894	ENSG00000197106
ENSMUSG00000027895	ENSG00000116396
ENSMUSG00000027896	ENSG00000168679
ENSMUSG00000027900	ENSG00000156171
ENSMUSG00000027901	ENSG00000162777
ENSMUSG00000027902	ENSG00000134216
ENSMUSG00000027905	ENSG00000064703
ENSMUSG00000027907	ENSG00000163191
ENSMUSG00000027908	ENSG00000182898
ENSMUSG00000027931	ENSG00000169418
ENSMUSG00000027932	ENSG00000143554
ENSMUSG00000027933	ENSG00000143624
ENSMUSG00000027935	ENSG00000143545
ENSMUSG00000027936	ENSG00000160741
ENSMUSG00000027937	ENSG00000143543
ENSMUSG00000027938	ENSG00000143578
ENSMUSG00000027939	ENSG00000143552
ENSMUSG00000027940	ENSG00000143549
ENSMUSG00000027942	ENSG00000143612
ENSMUSG00000027944	ENSG00000143575
ENSMUSG00000027947	ENSG00000160712
ENSMUSG00000027950	ENSG00000160716
ENSMUSG00000027951	ENSG00000160710
ENSMUSG00000027952	ENSG00000163344
ENSMUSG00000027953	ENSG00000169241
ENSMUSG00000027954	ENSG00000169242
ENSMUSG00000027955	ENSG00000164125
ENSMUSG00000027956	ENSG00000164124
ENSMUSG00000027957	ENSG00000117620
ENSMUSG00000027959	ENSG00000156876
ENSMUSG00000027961	ENSG00000122477
ENSMUSG00000027962	ENSG00000162692
ENSMUSG00000027963	ENSG00000162694
ENSMUSG00000027965	ENSG00000118733
ENSMUSG00000027966	ENSG00000060718
ENSMUSG00000027967	ENSG00000178403
ENSMUSG00000027968	ENSG00000174720
ENSMUSG00000027971	ENSG00000138653
ENSMUSG00000027977	ENSG00000164100
ENSMUSG00000027978	ENSG00000164099
ENSMUSG00000027981	ENSG00000185946
ENSMUSG00000027983	ENSG00000155016
ENSMUSG00000027984	ENSG00000138796
ENSMUSG00000027985	ENSG00000138795
ENSMUSG00000027993	ENSG00000109654
ENSMUSG00000027994	ENSG00000005059
ENSMUSG00000027995	ENSG00000137462
ENSMUSG00000027996	ENSG00000145423
ENSMUSG00000027997	ENSG00000138794
ENSMUSG00000027998	ENSG00000171566
ENSMUSG00000027999	ENSG00000123739
ENSMUSG00000028001	ENSG00000171560
ENSMUSG00000028003	ENSG00000121207
ENSMUSG00000028004	ENSG00000185149
ENSMUSG00000028005	ENSG00000061918
ENSMUSG00000028007	ENSG00000162627
ENSMUSG00000028008	ENSG00000256394
ENSMUSG00000028010	ENSG00000109534
ENSMUSG00000028011	ENSG00000151790
ENSMUSG00000028012	ENSG00000180245
ENSMUSG00000028013	ENSG00000138777
ENSMUSG00000028015	ENSG00000256043
ENSMUSG00000028016	ENSG00000138785
ENSMUSG00000028017	ENSG00000138798
ENSMUSG00000028018	ENSG00000138780
ENSMUSG00000028019	ENSG00000145431
ENSMUSG00000028020	ENSG00000109738
ENSMUSG00000028023	ENSG00000164093
ENSMUSG00000028024	ENSG00000138792
ENSMUSG00000028028	ENSG00000073331
ENSMUSG00000028029	ENSG00000164022
ENSMUSG00000028030	ENSG00000145348
ENSMUSG00000028031	ENSG00000155011
ENSMUSG00000028032	ENSG00000138801
ENSMUSG00000028033	ENSG00000185760
ENSMUSG00000028034	ENSG00000162613
ENSMUSG00000028035	ENSG00000162616
ENSMUSG00000028036	ENSG00000122420
ENSMUSG00000028037	ENSG00000137965
ENSMUSG00000028039	ENSG00000143590
ENSMUSG00000028039	ENSG00000251246
ENSMUSG00000028040	ENSG00000243364
ENSMUSG00000028041	ENSG00000143537
ENSMUSG00000028042	ENSG00000160685
ENSMUSG00000028047	ENSG00000169231
ENSMUSG00000028048	ENSG00000177628
ENSMUSG00000028049	ENSG00000116521
ENSMUSG00000028051	ENSG00000143630
ENSMUSG00000028053	ENSG00000116539
ENSMUSG00000028057	ENSG00000143622
ENSMUSG00000028059	ENSG00000116584
ENSMUSG00000028060	ENSG00000132680
ENSMUSG00000028062	ENSG00000116586
ENSMUSG00000028063	ENSG00000160789
ENSMUSG00000028064	ENSG00000196189
ENSMUSG00000028066	ENSG00000160783
ENSMUSG00000028068	ENSG00000183856
ENSMUSG00000028069	ENSG00000160818
ENSMUSG00000028070	ENSG00000163382
ENSMUSG00000028071	ENSG00000027869
ENSMUSG00000028072	ENSG00000198400
ENSMUSG00000028073	ENSG00000187800
ENSMUSG00000028076	ENSG00000158473
ENSMUSG00000028078	ENSG00000170390
ENSMUSG00000028080	ENSG00000198589
ENSMUSG00000028081	ENSG00000145425
ENSMUSG00000028082	ENSG00000109686
ENSMUSG00000028085	ENSG00000059691
ENSMUSG00000028086	ENSG00000109670
ENSMUSG00000028088	ENSG00000131781
ENSMUSG00000028089	ENSG00000131778
ENSMUSG00000028093	ENSG00000162836
ENSMUSG00000028096	ENSG00000117262
ENSMUSG00000028096	ENSG00000188092
ENSMUSG00000028098	ENSG00000265491
ENSMUSG00000028099	ENSG00000186141
ENSMUSG00000028100	ENSG00000186364
ENSMUSG00000028101	ENSG00000131788
ENSMUSG00000028102	ENSG00000131779
ENSMUSG00000028104	ENSG00000121851
ENSMUSG00000028106	ENSG00000163125
ENSMUSG00000028107	ENSG00000143374
ENSMUSG00000028108	ENSG00000143369
ENSMUSG00000028109	ENSG00000143452
ENSMUSG00000028111	ENSG00000143387
ENSMUSG00000028114	ENSG00000145388
ENSMUSG00000028115	ENSG00000163141
ENSMUSG00000028116	ENSG00000172399
ENSMUSG00000028121	ENSG00000137936
ENSMUSG00000028124	ENSG00000023909
ENSMUSG00000028125	ENSG00000198691
ENSMUSG00000028126	ENSG00000143398
ENSMUSG00000028127	ENSG00000117528
ENSMUSG00000028128	ENSG00000117525
ENSMUSG00000028132	ENSG00000271092
ENSMUSG00000028133	ENSG00000122481
ENSMUSG00000028134	ENSG00000117569
ENSMUSG00000028136	ENSG00000143376
ENSMUSG00000028137	ENSG00000159409
ENSMUSG00000028138	ENSG00000197894
ENSMUSG00000028139	ENSG00000178796
ENSMUSG00000028140	ENSG00000143436
ENSMUSG00000028141	ENSG00000143450
ENSMUSG00000028145	ENSG00000159445
ENSMUSG00000028148	ENSG00000196407
ENSMUSG00000028149	ENSG00000138698
ENSMUSG00000028150	ENSG00000143365
ENSMUSG00000028152	ENSG00000168785
ENSMUSG00000028156	ENSG00000151247
ENSMUSG00000028158	ENSG00000138823
ENSMUSG00000028159	ENSG00000070190
ENSMUSG00000028161	ENSG00000138814
ENSMUSG00000028163	ENSG00000109320
ENSMUSG00000028164	ENSG00000109323
ENSMUSG00000028165	ENSG00000145354
ENSMUSG00000028167	ENSG00000164039
ENSMUSG00000028172	ENSG00000169836
ENSMUSG00000028173	ENSG00000116729
ENSMUSG00000028174	ENSG00000116745
ENSMUSG00000028175	ENSG00000024526
ENSMUSG00000028176	ENSG00000033122
ENSMUSG00000028179	ENSG00000116761
ENSMUSG00000028180	ENSG00000132485
ENSMUSG00000028182	ENSG00000162620
ENSMUSG00000028184	ENSG00000117114
ENSMUSG00000028185	ENSG00000137976
ENSMUSG00000028187	ENSG00000117133
ENSMUSG00000028189	ENSG00000117151
ENSMUSG00000028191	ENSG00000142867
ENSMUSG00000028194	ENSG00000153904
ENSMUSG00000028195	ENSG00000142871
ENSMUSG00000028197	ENSG00000171502
ENSMUSG00000028199	ENSG00000116791
ENSMUSG00000028207	ENSG00000198363
ENSMUSG00000028211	ENSG00000164938
